15,0.5
16,2.9
17,2.8
18,15.7
19,14.1
20,70.0
21,40.8
22,49.9
23,54.4
24,1127.4
25,1073.5
26,813.7
27,9372.1
28,4001.1
29,16518.0
30,11054.2
31,67216.4
32,288514.5
33,569605.1
34,669539.9
